budget,days,interest,travel_type,transport_mode,route_category,recommended_route
180859,5,nature,solo,bus,Hill_Country,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo
62996,5,nature,friends,bike,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
158137,8,wildlife,solo,bike,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
67201,5,cultural,solo,car,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
133247,4,adventure,family,van,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
75006,5,family,couple,bike,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
118059,6,family,family,bike,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
149118,8,cultural,couple,bus,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
136827,6,cultural,friends,van,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
87093,8,nature,solo,van,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
87184,3,cultural,family,car,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
103411,6,beach,solo,car,Southern_Beach,Colombo -> Bentota -> Hikkaduwa -> Galle -> Mirissa -> Colombo
141154,4,cultural,family,van,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
65758,5,wildlife,friends,car,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
111645,5,family,friends,van,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
159394,3,beach,solo,car,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
55572,8,cultural,couple,bus,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
368947,5,luxury,friends,bike,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
95302,4,family,friends,bus,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
72495,3,family,friends,van,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
23058,4,nature,friends,bike,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
76005,8,beach,friends,bike,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
60437,5,cultural,friends,bus,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
116676,7,nature,friends,bus,Hill_Country,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo
144710,4,family,couple,bike,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
21920,2,relax,couple,bus,Weekend_Getaway,Colombo -> Kandy -> Colombo
96203,5,cultural,friends,bus,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
62303,5,nature,solo,bus,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
70902,8,family,solo,car,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
71749,5,beach,friends,car,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
56177,3,nature,couple,bike,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
61718,5,beach,couple,car,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
56290,8,adventure,friends,car,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
391949,9,luxury,friends,van,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
164004,7,wildlife,friends,van,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
108856,5,nature,family,bus,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
23652,1,relax,family,bike,Weekend_Getaway,Colombo -> Galle -> Colombo
119567,6,nature,couple,bus,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
76001,5,family,couple,van,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
64935,6,cultural,solo,bus,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
302571,9,luxury,solo,van,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
55429,2,relax,family,bike,Weekend_Getaway,Colombo -> Kandy -> Colombo
50258,3,relax,friends,van,Weekend_Getaway,Colombo -> Ella -> Colombo
55207,2,relax,friends,car,Weekend_Getaway,Colombo -> Ella -> Colombo
34803,1,relax,friends,bike,Weekend_Getaway,Colombo -> Kandy -> Colombo
324237,8,luxury,family,bike,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
98872,3,family,solo,car,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
137842,8,nature,family,van,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
70182,3,wildlife,solo,van,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
137404,6,family,family,bus,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
65407,6,family,couple,bus,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
53129,3,nature,couple,bike,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
54133,3,nature,friends,van,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
160850,6,nature,friends,van,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
175995,6,nature,solo,bus,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
80303,4,beach,couple,van,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
368709,7,luxury,couple,bike,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
74195,3,wildlife,solo,bike,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
161972,6,nature,solo,van,Hill_Country,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo
178112,3,cultural,friends,van,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
135510,6,wildlife,couple,van,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
119657,6,cultural,solo,bus,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
83995,4,adventure,friends,van,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
337146,10,luxury,family,van,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
294708,7,luxury,couple,car,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
316765,10,luxury,couple,van,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
49863,4,nature,couple,car,Hill_Country,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo
62071,4,nature,friends,car,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
141869,4,wildlife,friends,van,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
72944,7,nature,couple,van,Hill_Country,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo
142073,8,family,family,bus,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
39022,4,nature,solo,bus,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
55246,6,adventure,couple,bus,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
162251,8,nature,couple,van,Hill_Country,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo
31918,4,nature,solo,van,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
344745,5,luxury,family,van,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
129954,5,nature,couple,van,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
102340,3,cultural,couple,bike,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
121913,5,beach,couple,car,Southern_Beach,Colombo -> Bentota -> Hikkaduwa -> Galle -> Mirissa -> Colombo
89734,7,family,friends,bus,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
115754,7,cultural,solo,bike,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
99168,7,nature,couple,bus,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
281053,5,luxury,friends,bus,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
113618,4,nature,friends,bus,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
31371,6,nature,couple,bus,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
118591,5,family,friends,van,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
145020,3,cultural,friends,bike,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
127354,3,cultural,couple,car,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
174036,7,family,solo,bike,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
81970,8,cultural,friends,bus,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
98614,7,cultural,family,bike,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
51148,6,nature,family,van,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
283753,6,luxury,couple,car,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
50582,3,beach,friends,car,Southern_Beach,Colombo -> Bentota -> Hikkaduwa -> Galle -> Mirissa -> Colombo
177160,5,luxury,family,car,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
22182,3,relax,family,car,Weekend_Getaway,Colombo -> Kandy -> Colombo
54791,4,nature,friends,bus,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
150056,4,nature,friends,bus,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
63411,5,adventure,family,bus,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
76847,5,cultural,friends,bus,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
138425,7,wildlife,family,car,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
176431,5,adventure,family,bike,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
37993,2,relax,family,bike,Weekend_Getaway,Colombo -> Kandy -> Colombo
78397,8,nature,solo,van,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
66867,8,family,friends,bus,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
71530,7,cultural,couple,bus,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
60922,5,cultural,couple,van,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
64719,3,beach,couple,bus,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
142252,6,cultural,family,van,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
164896,5,family,friends,van,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
129147,7,wildlife,friends,car,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
55370,6,family,solo,bike,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
113951,7,cultural,couple,car,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
103017,6,family,friends,van,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
23045,1,relax,friends,bus,Weekend_Getaway,Colombo -> Kandy -> Colombo
98889,3,cultural,family,bus,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
61186,3,nature,family,bus,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
136303,5,nature,solo,bus,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
99834,3,wildlife,family,van,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
167333,4,adventure,couple,car,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
150878,6,nature,solo,bike,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
154643,3,wildlife,family,bike,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
59350,6,beach,couple,bike,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
160920,5,family,solo,bike,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
274912,9,luxury,solo,car,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
148021,4,wildlife,family,car,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
157747,4,cultural,couple,bus,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
42352,2,relax,solo,car,Weekend_Getaway,Colombo -> Kandy -> Colombo
48428,3,relax,couple,bus,Weekend_Getaway,Colombo -> Ella -> Colombo
93362,8,cultural,family,bike,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
170702,6,adventure,couple,van,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
35797,2,relax,couple,van,Weekend_Getaway,Colombo -> Kandy -> Colombo
69335,6,cultural,solo,bike,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
111719,7,wildlife,friends,bus,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
98807,7,cultural,family,bike,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
69260,6,nature,family,bike,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
149611,5,nature,solo,bus,Hill_Country,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo
171910,4,cultural,friends,bike,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
69010,7,cultural,solo,bike,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
24220,2,relax,family,bike,Weekend_Getaway,Colombo -> Ella -> Colombo
105713,7,wildlife,family,bike,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
24641,1,relax,friends,bus,Weekend_Getaway,Colombo -> Kandy -> Colombo
107206,4,wildlife,couple,van,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
38511,2,relax,solo,car,Weekend_Getaway,Colombo -> Ella -> Colombo
140713,3,nature,friends,bike,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
142700,7,wildlife,family,bus,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
105847,5,nature,solo,bike,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
169562,6,family,solo,van,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
66344,7,beach,couple,bus,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
129895,8,cultural,friends,bike,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
77024,3,cultural,family,bike,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
216058,10,luxury,family,van,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
182993,5,nature,solo,bike,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
27999,1,relax,family,bus,Weekend_Getaway,Colombo -> Galle -> Colombo
38632,2,relax,solo,bus,Weekend_Getaway,Colombo -> Galle -> Colombo
182886,4,beach,friends,bike,Southern_Beach,Colombo -> Bentota -> Hikkaduwa -> Galle -> Mirissa -> Colombo
130976,4,beach,couple,bike,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
169805,6,adventure,couple,van,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
66855,7,beach,friends,bike,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
48891,4,nature,couple,van,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
170112,4,beach,friends,bike,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
150045,8,wildlife,friends,bike,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
171667,3,family,friends,van,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
109086,6,cultural,solo,van,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
145091,4,nature,friends,bus,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
58315,6,nature,couple,bike,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
115152,3,wildlife,friends,bus,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
165998,3,beach,friends,bus,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
63966,6,adventure,family,van,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
61581,6,nature,family,bus,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
139796,8,cultural,solo,bike,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
102672,7,cultural,family,bus,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
54825,1,relax,couple,van,Weekend_Getaway,Colombo -> Galle -> Colombo
38637,3,nature,solo,van,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
90107,7,wildlife,couple,van,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
41084,6,nature,family,van,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
99239,5,family,family,bus,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
129587,7,beach,friends,bike,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
170595,8,cultural,couple,car,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
153335,8,nature,friends,bike,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
167245,4,wildlife,family,van,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
311704,6,luxury,couple,van,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
60669,6,nature,friends,bike,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
126025,7,cultural,family,van,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
131884,4,beach,friends,car,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
292165,6,luxury,solo,bus,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
166080,5,cultural,solo,car,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
251705,10,luxury,couple,car,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
125733,8,nature,couple,van,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
353222,9,luxury,couple,car,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
141459,6,nature,family,van,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
137596,7,adventure,solo,bus,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
67414,5,cultural,couple,van,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
59240,4,cultural,solo,bike,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
33290,3,relax,solo,car,Weekend_Getaway,Colombo -> Galle -> Colombo
154733,7,adventure,couple,car,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
67196,6,beach,family,bike,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
145499,5,family,solo,bike,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
73004,8,wildlife,friends,van,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
74668,6,adventure,solo,bus,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
376561,7,luxury,friends,car,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
69164,6,beach,family,van,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
33481,4,nature,friends,van,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
120155,5,wildlife,friends,car,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
216660,8,luxury,friends,van,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
150488,8,cultural,friends,bike,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
188775,5,luxury,family,car,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
173963,6,family,friends,bike,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
38726,3,relax,family,van,Weekend_Getaway,Colombo -> Kandy -> Colombo
89882,3,beach,solo,van,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
137308,4,wildlife,friends,bus,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
142388,5,adventure,couple,van,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
180741,8,nature,solo,van,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
105790,3,family,family,van,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
59448,7,wildlife,couple,bike,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
63539,6,beach,friends,bus,Southern_Beach,Colombo -> Bentota -> Hikkaduwa -> Galle -> Mirissa -> Colombo
28012,1,relax,family,van,Weekend_Getaway,Colombo -> Ella -> Colombo
114711,6,family,friends,bike,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
138759,8,family,couple,car,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
211828,8,luxury,friends,bus,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
177932,4,cultural,solo,car,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
68623,6,adventure,family,bike,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
145210,3,family,solo,bus,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
154703,8,wildlife,friends,van,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
152575,6,family,couple,bike,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
49019,2,relax,friends,car,Weekend_Getaway,Colombo -> Ella -> Colombo
29065,3,nature,friends,bus,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
225506,9,luxury,family,car,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
64767,7,cultural,couple,van,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
80808,5,cultural,solo,car,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
172867,4,cultural,friends,bike,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
199761,9,luxury,friends,bus,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
175220,6,adventure,friends,bike,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
127778,7,cultural,friends,bus,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
133370,5,wildlife,couple,bike,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
73476,6,adventure,solo,van,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
171117,3,nature,friends,bike,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
54481,4,nature,couple,bike,Hill_Country,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo
99369,3,cultural,solo,van,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
103952,6,cultural,family,bus,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
181064,9,luxury,couple,bus,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
54835,2,relax,friends,bus,Weekend_Getaway,Colombo -> Galle -> Colombo
98320,7,family,friends,bike,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
65285,3,nature,couple,bike,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
50394,2,relax,family,bike,Weekend_Getaway,Colombo -> Galle -> Colombo
79213,6,adventure,friends,van,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
61005,6,nature,couple,bus,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
94721,3,family,solo,bike,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
157352,8,nature,solo,van,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
220248,7,luxury,couple,bus,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
99685,4,family,friends,bus,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
94403,4,family,family,bus,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
67579,6,nature,family,bus,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
65258,5,cultural,couple,car,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
131016,4,cultural,couple,bike,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
37299,1,relax,friends,bike,Weekend_Getaway,Colombo -> Kandy -> Colombo
285904,7,luxury,solo,car,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
56168,5,family,family,car,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
126326,3,cultural,family,bus,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
97900,8,beach,solo,bike,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
141780,4,adventure,friends,bike,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
54741,7,nature,friends,car,Hill_Country,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo
